"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"{*}Pure Matters","http://www.purematters.com/","37550","The Pure Matters Advantage:
We at Pure Matters strive to be partners in your health, supporting your goals by providing only the best, all-natural, wholesome vitamins, minerals and supplements. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37550_258236.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37550&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=258236&type=3&subid=0","Hold","Amanda Hyland","Director of Marketing","Virginia","Herndon","607 Herndon Parkway Suite 210","20170","US","000000000","amanda@purematters.com","private |10.00%-20.00% commission on all goods","8.1","% of Sale","2013"," 30-MAY-16","7","90","N","N/A","10.00%-20.00% commission on all goods","4.2","% of Sale"," 02-MAY-16","7","90","N",
"{*}SQN Sport","http://sqnsport.com/","39160","Headquartered in Sun Valley, Idaho the designers of SQN Sport create high quality, comfortable, performance fit apparel for women.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39160&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=320038&type=3&subid=0","Hold","Megan Lengyel","Affiliate Manager","North Carolina","Cary","2425 Kildaire Farm Road #102 ","27518","US","(801) 809-9802","megan@sqnsport.com","15.00% commission on all goods","3.1","% of Sale","2014"," 14-DEC-15","45","90","N","N/A","15.00% commission on all goods","3.1","% of Sale"," 14-DEC-15","45","90","N",
"{*}Samsungdirect.bbymsolutions.com","https://samsungdirect.bbymsolutions.com/","38849","Samsung Direct powered by Best Buy Mobile Solutions offers exclusive deals and the best pricing available on mobile phones, devices, plans and accessories suitable for use with a variety of carriers.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38849_20130920_145928.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38849&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=332459&type=3&subid=0","Hold","","","N",""," ","","","","","0.00% commission on all goods; [0.00% commission on selected goods,; $25.00 flat fee on selected goods]; ","9.2","% of Sale","2014"," 16-APR-15","3","90","N","N/A","0.00% commission on all goods; [0.00% commission on selected goods,; $25.00 flat fee on selected goods]; ","9.2","% of Sale"," 16-APR-15","3","90","N",
"{*}SaveOnTapestries.com","http://www.saveontapestries.com/","37959","SaveOnTapestries.com discounts the most complete online collection of international tapestries and home decor: wall art, wall hangings, European tapestries, tablecloths, table runners, handbags, decorating accessories, linens, gift items and more.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37959&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=269935&type=3&subid=0","Hold","Jude Noronha","Owner","Washington","Blaine","1689 Grant Ave ","98230","US","360-312-3173","charlotte@saveontapestries.com","10.00%-15.00% commission on all goods","3.1","% of Sale","2013"," 26-DEC-16","60","90","N","N/A","10.00%-15.00% commission on all goods","3.1","% of Sale"," 26-DEC-16","60","90","N",
"{*}Shades Shutters Blinds","http://www.shadesshuttersblinds.com","36693","Easy ordering of discount window blinds, shades and plantation shutters.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36693&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=223444&type=3&subid=0","Hold","Ryan Messenger","Affiliate Marketing Manager","Colorado","Castle Rock","405 South Wilcox Street Suite 103 ","80104","US","303-663-9013","ryan@shadesshuttersblinds.com","5.00% commission on all goods","4.1","% of Sale","2013"," 08-APR-16","90","90","N","N/A","5.00% commission on all goods","4.1","% of Sale"," 08-APR-16","90","90","N",
"{*}Sonsi","www.sonsi.com","38597","Featured in InStyle's Best of Web 2011 and named Best Plus Multi Brand Retailer by About.com's 2011 Readers Choice Awards, Sonsi is one of the largest assortments for full figured women","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38597_20130708_205152.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38597&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=297358&type=3&subid=0","Hold","Marc Schweid","On-Line Marketing Manager","Pennsylvania","Bensalem","3750 State Rd. ","19020","US","215-638-6854","Ls-sonsi@linkshare.com","private |5.00% commission on all goods","4.1","% of Sale","2014"," 25-JUL-15","14","90","N","N/A","private |5.00% commission on all goods","4.1","% of Sale"," 25-JUL-15","14","90","N",
"{*}Stopzilla","http://www.stopzilla.com/","38111","Award Winning AntiMalware and AntiVirus Software for the PC.  $39.95 base price with $25 payout.  Software comes with a free 14 day trial, most purchase STOPzilla in the first 3 hours of the download.  We don't cap affiliates, unlimited earning potential.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38111&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=286764&type=3&subid=0","Hold","Jon Nunez","Affiliate Manager","Florida","Orlando","56 E Pine St Suite 301","32801","US","4074254718","StopZilla@affiliatemanager.com","private |$25.00-28.00 flat fee on all goods","6.1","Flat Fee","2013"," 29-MAY-18","90","90","N","N/A","$25.00 flat fee on all goods","5.1","Flat Fee"," 27-MAR-16","90","90","N",
"{*}SweetJack","www.SweetJack.com","37512","SweetJack offers the best daily deals and deal marketplace?get discounts of 50%-90% on hundreds of restaurants, bars, sporting events, hotels, spas, classes, family activities and more. Locals are raving and we?re rapidly growing!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37512_20120419_154009.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37512&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=254914&type=3&subid=0","Hold","Brandy Butler","Marketing Coordinator","Georgia","Atlanta","3280 Peachtree Road NW Suite 2300","30305","US","4042606784","publisher@sweetjack.com","10.00% commission on all goods","2.1","% of Sale","2012"," 16-MAY-15","14","90","N","N/A","10.00% commission on all goods","2.1","% of Sale"," 16-MAY-15","14","90","N",
"{*}Swimwearforme.com","http://www.swimwearforme.com/","37117","Swimwear For Me specializes in affordable high-fashion swimwear for women, with first class designs. We offer the best deals anywhere on the web - from bikinis to one-piece garments, we carry a wide selection of items for your convenience. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37117_238841.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37117&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=238841&type=3&subid=0","Hold","Amanda Thambounaris","Affiliate Program Manager","New York","brooklyn","20 jay street ","11201","US","646-290-8127 x 206","swimwearforme@bluecherrygroup.com","private |12.00% commission on all goods","4.1","% of Sale","2013"," 26-MAR-16","30","90","N","N/A","12.00% commission on all goods","3.2","% of Sale"," 05-OCT-15","30","90","N",
"{*}TITAN BIDS (US)","http://titanbids.com/","39029","Titan Bids is a unique Pay to Bid Auction model offering up to 95% off retail on all consumer goods!tine All postage is free worldwide and all items won are Brand New!  All new members are given 10 Free Bids upon sign-up!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39029&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=313443&type=3&subid=0","Hold","Dimitri Chrisis","Director","New South Wales","Canterbury","6 Cressy ","2193","AU","61402725279","affiliates@titanbids.com","14.00% commission on all goods","3.1","% of Sale","2014"," 13-NOV-18","70","90","N","N/A","14.00% commission on all goods","3.1","% of Sale"," 13-NOV-18","70","90","N",
"{*}TigerGPS","http://tigergps.com/","38730","TigerGPS.com is a leading retailer in global positioning systems and related electronics. Customers will find Automotive GPS units, Wrist Units, Two-Way Radios, Fishfinders, an assortment of high-tech accessories and more.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38730&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308604&type=3&subid=0","Hold","Jason Waring","Program Manager","Colorado","Denver","1675 Larimer St Ste 640 ","80202","US","3038953590","tigergps@eaccountable.com","4.00% commission on all goods","3.1","% of Sale","2013"," 05-SEP-15","60","90","N","N/A","4.00% commission on all goods","3.1","% of Sale"," 05-SEP-15","60","90","N",
"{*}Tortoise & Blonde","http://tortoiseandblonde.com/","38817","Tortoise & Blonde Eyewear is the coupling of old-school quality, precision, and time forgotten customer service, with the creativity and vigor of today's tastemakers.  We are dedicated to providing the most convenient optical shopping experience.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38817&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304500&type=3&subid=0","Hold","Mike Reichman","Affiliate Manager","New Jersey","Englewood","17 Grand Avenue ","07631","US","2675663014","affiliates@tortoiseandblonde.com","10.00% commission on all goods","2.1","% of Sale","2014"," 27-FEB-16","60","90","N","N/A","10.00% commission on all goods","2.1","% of Sale"," 27-FEB-16","60","90","N",
"{*}Tungsten World Inc","http://www.tungstenworld.com/","38149","Tungsten World ? the makers of tungsten jewelry, tungsten wedding bands and the exclusive retailer of Tungsten Forever. With TungstenWorld.com, you will earn 15% commission from the leader in Tungsten Jewelry.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38149_20130206_161428.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38149&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=280658&type=3&subid=0","Hold","Chris Brunasso","marketing","California","Brea","471 W. Lambert Rd. #110 ","92821","US","714-256-4310","chris@tungstenworld.com","private |15.00% commission on all goods","4.1","% of Sale","2013"," 31-DEC-18","60","90","N","N/A","15.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","60","90","N",
"{*}Wasteland","https://www.shopwasteland.com/","38748","After styling California's raddest and most adventurous shoppers for the last 25 years, SHOPWASTELAND.com has finally taken the leap to the world wide web.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38748&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302781&type=3&subid=0","Hold","Affiliate Manager","Affiliate Manager","California","Santa Cruz","2125 Delaware Avenue Suite E","95060","US","831-464-1441","wasteland@affiliatetraction.com","8.00% commission on all goods","3.1","% of Sale","2014"," 16-AUG-15","30","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 16-AUG-15","30","90","N",
"{*}Waterford, Wedgwood, Royal Doulton","http://na.wwrd.com","3470","Three world-famous brands - Waterford, Wedgwood and Royal Doulton - combined in a single merchant program! Hundreds of classic and modern gifts of the highest quality including crystal stemware, fine china, tea sets, home decor, lamps and collectibles.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=3470_218406_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3470&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=218406&type=3&subid=0","Hold","Scott Wanamaker & Jason Waring","Affiliate Program Managers","New Jersey","Wall","PO Box 1454 Attn: eCom Affiliate Program","07719-1454","US","303-895-3581","WWRD@eAccountable.com","8.00% commission on all goods; [$4.00 flat fee on selected goods]; ","136.2","% of Sale","2013"," 01-DEC-17","30","90","N","N/A","8.00% commission on all goods; [$4.00 flat fee on selected goods]; ","136.2","% of Sale"," 01-DEC-17","30","90","N",
"{*}What A Beautiful Life","http://www.whatabeautifullife.com/","37161","We offer you a chance to form long-term business partnerships with us. The business world is ruthless and the competition is fierce, teamwork is essential when it comes to success. Take the initiative today and join our affiliate program now!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37161&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=245195&type=3&subid=0","Hold","Allen","Marketing Dept.","Ontario","North York","1307-33 Empress Ave. ","M2N 6Y7","CA","1-647-898-8136","shuangyongli@whatabeautifullife.com","private |10.00% commission on all goods","9.2","% of Sale","2013"," 06-JAN-16","15","90","N","N/A","10.00% commission on all goods","8.1","% of Sale"," 01-JAN-16","15","90","N",
"{*}WhiteFence A Division of Allconnect, Inc.","http://www.whitefence.com/","38560","Partnering with WhiteFence means joining 400 nationally recognized brands and over 10 years of industry experience in the category and home services shopping field.  

Please, sign up today!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38560&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=314526&type=3&subid=0","Hold","Jesse Lynch","Rakuten LinkShare Account Manager","Texas","Houston","5333 Westheimer Road Suite 1000","77056","US","312-325-7528","jesse.lynch@linkshare.com","$15.00 flat fee on all goods; [$20.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $80.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $30.00 flat fee on selected goods,; $50.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $95.00 flat fee on selected goods,; $115.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods]; ","71.1","Flat Fee","2013"," 29-AUG-15","30","90","N","N/A","$15.00 flat fee on all goods; [$20.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $15.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $80.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $35.00 flat fee on selected goods,; $30.00 flat fee on selected goods,; $50.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $95.00 flat fee on selected goods,; $115.00 flat fee on selected goods,; $100.00 flat fee on selected goods,; $20.00 flat fee on selected goods,; $20.00 flat fee on selected goods]; ","71.1","Flat Fee"," 29-AUG-15","30","90","N",
